pop_cat,offer_cat,mode,time,Akaki Kality,Nifas Silk Lafto,Kolfe Keraniyo,Bole,Lideta,Kirkos,Yeka,Addis Ketema,Arada,Gulele,Lemi Kura
elderly,shop_alcohol,drive,900s,903.026323,9309.711818000002,5636.806956,6686.822109,7755.56908,14595.554391999998,8914.001315,28759.717697,20206.966228999998,18493.155206,11604.836864000003
total,shop_convenience,drive,300s,15465.397086,17260.971008,138.832969,53376.74021499999,123191.258717,37193.145072,57976.651002,89208.566468,67981.14979800001,71071.504227,44507.488371
men,shop_convenience,drive,300s,7568.804764000001,8130.719744,66.772137,25086.609185,58516.005064000004,17400.441524,27030.535774000004,43556.337552000005,31878.016340000002,34370.644757,20838.307942
women,shop_convenience,drive,300s,7896.592322000001,9130.251263999999,72.060832,28290.13103,64675.253653,19792.703547999998,30946.115228000002,45652.229901,36103.133462,36700.859469999996,23669.180429000004
youth,shop_convenience,drive,300s,4263.286704,4900.076544,38.925276999999994,15675.225051,35867.745613,10818.510024,16162.045961999998,27876.208032,20074.576184,20378.530249000003,12752.641575000001
children_u5,shop_convenience,drive,300s,1247.077808,1399.5069439999997,12.492127,4198.863450999999,7906.107384000001,2107.8325539999996,4358.996372,5113.911674999999,3650.93567,5166.038553,3432.6158789999995
women_rep,shop_convenience,drive,300s,5031.395160000001,6066.059264,46.516497,19332.366101,42677.243576,13425.227962,20604.932959999995,29801.073703,24353.325635999998,24059.055239,15975.245024999998
elderly,shop_convenience,drive,300s,717.344,713.28768,5.050695,2146.506351,7109.285908000001,2344.6981769999998,3014.240055,5495.51917,4371.310904000001,3839.5894590000003,2035.582829
total,shop_convenience,drive,600s,56429.69273100001,125604.547081,10648.111116000002,105692.92974,268427.91431599995,227821.71288399998,107789.495769,344230.95653499995,279757.70996300003,235397.903779,189569.68103899996
men,shop_convenience,drive,600s,27616.835494,59191.029645999995,5101.4021299999995,49674.76866,127677.45235700002,106587.01284000001,50271.010263,168029.565971,131184.84655800002,113768.18058599999,88747.21081300001
women,shop_convenience,drive,600s,28812.857237000004,66413.517435,5546.708986000001,56018.161080000005,140750.46196000002,121234.700044,57518.48550600001,176201.39423399998,148572.86341199998,121629.72320600001,100822.47022600003
youth,shop_convenience,drive,600s,15555.756983999998,35648.089802999995,3004.7359359999996,31038.996635999996,78437.11855,66293.675062,30149.730654,107147.030202,82556.606457,67705.13016799999,54281.591187000005
children_u5,shop_convenience,drive,600s,4550.301368,10205.87792,911.87105,8314.299035999999,16600.405143,12845.806708999997,7972.746071,20209.313302,15074.064405,16623.818874,14612.819603
women_rep,shop_convenience,drive,600s,18358.40886,44099.570788000005,3602.457718,38280.614435999996,92757.50964199999,82243.99286599999,38325.285824,114939.97022799999,100216.46919300003,79938.168546,68026.84383700001
elderly,shop_convenience,drive,600s,2617.424,5178.5967550000005,422.745962,4250.3634360000015,16101.912919,14410.423685999998,5679.161385999999,20841.214807,17965.581022,13139.983708999998,8697.494703
total,shop_convenience,drive,900s,121232.039622,207376.608958,116831.30333000001,153000.77064799998,308060.11692199996,330772.40487499995,191342.11545,478424.29428699997,314904.803056,360897.930211,275373.13702100003
men,shop_convenience,drive,900s,59331.537934000015,97708.474085,56091.605801000005,71909.38523900001,146648.084618,154751.531116,89219.255951,233428.62440600002,147670.976983,174377.691247,128945.882882
women,shop_convenience,drive,900s,61900.50168800001,109668.13487300002,60739.697546,81091.38540900001,161412.03234200002,176020.873759,102122.859499,244995.674636,167233.82608,186520.23898800003,146427.25413900003
youth,shop_convenience,drive,900s,33418.98046199999,58868.146248000005,33376.302674,44928.823854,90133.639067,96252.735439,53406.82625399999,147839.30807899995,92907.407719,103888.286194,78968.97255299999
children_u5,shop_convenience,drive,900s,9776.360102,16831.432120999998,9130.680272,12036.527879,18941.545255999998,18628.870387,14269.057476999997,29288.917362999997,16997.541009,25256.58475,21252.419177
women_rep,shop_convenience,drive,900s,39439.755058,72844.20381500002,39410.48496,55411.45904900001,106293.41232299998,119410.5297,68003.28715399999,159564.658337,112794.083905,122688.455652,98871.19390299999
elderly,shop_convenience,drive,900s,5623.317360000001,8559.838693000002,5448.841877,6153.1687950000005,18592.878577,20942.416323999994,10029.023699,28054.162071000002,20206.966228999998,20351.372154,12542.715827000002
total,shop_confectionery,drive,300s,,10585.829876,,11368.586055,39034.911838,26224.323340999996,,2434.3145990000003,,9663.03157,8562.00679
men,shop_confectionery,drive,300s,,4986.417968,,5343.137745000001,18440.908498,12268.591064,,1178.116689,,4676.352654,4024.0696100000005
women,shop_confectionery,drive,300s,,5599.411908,,6025.44831,20594.003340000003,13955.732277000001,,1256.19791,,4986.678916,4537.93718
youth,shop_confectionery,drive,300s,,3005.125068,,3338.629227,11223.29937,7631.2653869999995,,685.618703,,2724.300187,2514.417006
children_u5,shop_confectionery,drive,300s,,858.291368,,894.3060269999999,2807.7749779999995,1470.9865340000001,,210.274411,,827.332625,673.5274059999999
women_rep,shop_confectionery,drive,300s,,3720.200408,,4117.555077,13668.116445999998,9467.355626,,809.638853,,3217.050103,3101.048306
elderly,shop_confectionery,drive,300s,,437.44596,,457.17932700000006,1952.6827480000002,1666.0129619999998,,99.698003,,402.771136,344.31480600000003
total,shop_confectionery,drive,600s,,91116.317899,4574.257456,49432.00899,140500.214852,122771.484788,,44972.096436,,52428.801587999995,26319.764075
men,shop_confectionery,drive,600s,,42945.47046999999,2193.657293,23232.61941,66676.875335,57438.09066999999,,21823.22862,,25359.156927,12370.062924999998
women,shop_confectionery,drive,600s,,48170.847429,2380.600163,26199.389579999995,73823.33951700001,65333.394118,,23148.867944,,27069.644661999995,13949.701149999999
youth,shop_confectionery,drive,600s,,25857.507177,1286.2845320000001,14516.770086,40770.728084999995,35727.047412,,12946.301498,,14981.098246,7729.363455
children_u5,shop_confectionery,drive,600s,,7409.597444,402.33633499999996,3888.552485999999,9317.191664,6902.2000339999995,,3754.142718,,3955.7003999999997,2070.435455
women_rep,shop_confectionery,drive,600s,,31979.300032000003,1543.3591890000002,17903.635386,48752.50205,44321.727106,,14885.03557,,17684.494994,9532.678705000002
elderly,shop_confectionery,drive,600s,,3753.4145350000003,172.76062300000004,1987.8718860000001,7822.508394000001,7783.871240999999,,1886.47316,,2693.624986,1058.429955
total,shop_confectionery,drive,900s,,199460.46502399998,90762.485048,92512.48245600001,276599.880525,294246.922928,21350.770653,221970.486404,,145174.389666,55329.70550999999
men,shop_confectionery,drive,900s,,93980.09355300001,43495.79490600001,43480.125063,131604.95405,137663.89625200004,9957.406300999999,108073.47296399999,,70218.99663000001,26004.486090000002
women,shop_confectionery,drive,900s,,105480.37147099999,47266.690146,49032.357393,144994.926476,156583.026676,11393.364352,113897.01500400002,,74955.39306,29325.219419999998
youth,shop_confectionery,drive,900s,,56616.33847799998,25980.881448,27167.78043,80845.719593,85624.40116,5965.293897,66658.04171099998,,41667.949896000006,16248.755213999999
children_u5,shop_confectionery,drive,900s,,16190.721201,6932.336025999998,7277.585655,17070.734301999997,16579.54441,1602.9440009999998,15655.684307,,10557.057396,4352.492814
women_rep,shop_confectionery,drive,900s,,70057.20913500001,30748.171438000005,33506.28274500001,95512.642241,106224.41888099999,7594.179375,73769.581975,,49118.11566,20039.704914
elderly,shop_confectionery,drive,900s,,8233.230685000002,4358.074926,3720.3775470000005,16637.699877,18622.115481999994,1104.728389,11461.013335999998,,7823.530974,2225.0434139999998
total,shop_health_food,drive,300s,,,,,,,12819.012887000003,,35451.343782,,
men,shop_health_food,drive,300s,,,,,,,5992.827164000001,,16616.014539,,
women,shop_health_food,drive,300s,,,,,,,6826.185723000001,,18835.329243,,
youth,shop_health_food,drive,300s,,,,,,,3677.0574119999997,,10436.664665999999,,
children_u5,shop_health_food,drive,300s,,,,,,,825.683861,,1940.2902780000002,,
women_rep,shop_health_food,drive,300s,,,,,,,4573.686202,,12698.778726,,
elderly,shop_health_food,drive,300s,,,,,,,746.862746,,2259.1108679999998,,
total,shop_health_food,drive,600s,,,,,,3974.3010050000003,63996.660348000005,,112473.58817500001,4640.837042,
men,shop_health_food,drive,600s,,,,,,1858.7784649999999,29850.586272,,52718.376695000006,2231.5711060000003,
women,shop_health_food,drive,600s,,,,,,2115.52254,34146.074076000004,,59755.21147999999,2409.265936,
youth,shop_health_food,drive,600s,,,,,,1152.6419369999999,17931.163464,,33124.737158,1331.766016,
children_u5,shop_health_food,drive,600s,,,,,,228.780331,4665.887838999999,,6138.900208999999,321.623097,
women_rep,shop_health_food,drive,600s,,,,,,1433.0149529999999,22755.738464,,40290.848348,1590.179836,
elderly,shop_health_food,drive,600s,,,,,,249.025542,3422.2784110000002,,7176.833594,265.595791,
total,shop_health_food,drive,900s,,,,6298.636415,1469.91321,31836.490741,109887.984583,,206049.57800000004,46836.250619,
men,shop_health_food,drive,900s,,,,2960.3049849999998,688.33697,14893.607127000001,51245.251087,,96589.30463999999,22591.567572,
women,shop_health_food,drive,900s,,,,3338.3314299999997,781.57624,16942.883614,58642.73349600001,,109460.27336,24244.683047000002,
youth,shop_health_food,drive,900s,,,,1849.7297310000001,430.6036,9256.645760999998,30715.686182999998,,60753.349871,13499.629436,
children_u5,shop_health_food,drive,900s,,,,495.480131,80.70775,1805.889593,8126.613758,,11149.299608,3192.971271,
women_rep,shop_health_food,drive,900s,,,,2281.284781,528.97358,11489.976423,39061.633633,,73834.352661,15995.082346000001,
elderly,shop_health_food,drive,900s,,,,253.29503100000002,94.00037999999999,2007.5509449999997,5802.986929999999,,13204.144888,2718.164424,
total,shop_spices,drive,300s,,,,,,736.03332,18091.717116,,210.99643400000002,,
men,shop_spices,drive,300s,,,,,,344.20866,8433.729701999999,,98.352683,,
women,shop_spices,drive,300s,,,,,,391.82466,9657.987414000001,,112.64375100000001,,
youth,shop_spices,drive,300s,,,,,,213.21472799999998,5039.287115999999,,58.722378,,
children_u5,shop_spices,drive,300s,,,,,,42.753063999999995,1356.9021079999998,,15.899113999999999,,
women_rep,shop_spices,drive,300s,,,,,,265.27583200000004,6427.940468,,74.944078,,
elderly,shop_spices,drive,300s,,,,,,45.891248,946.1362,,10.990364,,
total,shop_spices,drive,600s,,,,10773.642985,,22376.693364,56711.415228,,38570.19575500001,,
men,shop_spices,drive,600s,,,,5063.519615000001,,10467.886167999999,26447.501941,,18076.830625000002,,
women,shop_spices,drive,600s,,,,5710.12337,,11908.807196,30263.913287000003,,20493.36513,,
youth,shop_spices,drive,600s,,,,3163.911429,,6503.633507999999,15854.013383000001,,11348.815056,,
children_u5,shop_spices,drive,600s,,,,847.5050289999999,,1273.957684,4202.587074,,2118.460653,,
women_rep,shop_spices,drive,600s,,,,3902.0743790000006,,8074.720588,20163.470123,,13815.117994000002,,
elderly,shop_spices,drive,600s,,,,433.25412900000003,,1407.9501639999999,2984.680769,,2453.688626,,
total,shop_spices,drive,900s,,,,41206.27437000001,1258.243294,59210.33244299999,87144.95646100001,,127726.796932,,
men,shop_spices,drive,900s,,,,19366.594830000002,590.4253080000001,27702.978886,40646.085727,,59868.811034000006,,
women,shop_spices,drive,900s,,,,21839.67954,667.817986,31507.353556999995,46498.870734000004,,67857.985898,,
youth,shop_spices,drive,900s,,,,12101.106617999998,369.43768600000004,17226.047851,24397.000289999996,,37627.894004,,
children_u5,shop_spices,drive,900s,,,,3241.4778179999994,68.895778,3366.1891410000003,6415.585754999999,,6950.513572,,
women_rep,shop_spices,drive,900s,,,,14924.380518000002,450.45686799999993,21372.586746,30989.269659999994,,45764.938828,,
elderly,shop_spices,drive,900s,,,,1657.080018,80.74572799999999,3720.8898799999997,4609.35887,,8163.2656560000005,,
total,shop_supermarket,drive,300s,18626.500242,127087.534915,112977.556169,141156.71013,221742.95344100002,274510.05336399993,103401.43100400001,332925.105912,262643.80994800007,141461.934074,167051.06159000003
men,shop_supermarket,drive,300s,9115.856708,59902.98334199999,54252.275198999996,66342.44067000001,105488.247079,128428.57965100001,48224.93408800001,162516.64084600005,123165.468297,68311.70583499999,78226.61386499999
women,shop_supermarket,drive,300s,9510.643534,67184.551573,58725.280991,74814.26946000001,116254.70636300002,146081.473713,55176.496916000004,170408.468493,139478.341654,73150.228262,88824.447725
youth,shop_supermarket,drive,300s,5134.695887999999,36061.182045,32424.929683999995,41453.696682,64824.034163000004,79884.327112,28925.906324999996,103170.70853999998,77491.85471500001,40739.446637,47919.270462
children_u5,shop_supermarket,drive,300s,1501.9785760000002,10303.038607999999,8500.431879,11104.045482,13635.6735,15445.257574,7641.537421999999,20153.243667000002,14168.352462,9943.956567,12895.465501999997
women_rep,shop_supermarket,drive,300s,6059.804520000001,44608.123072,38119.440583,51125.13778199999,76609.343684,99102.115257,36765.507545,111010.941511,94076.560621,48094.236133,59985.087562
elderly,shop_supermarket,drive,300s,863.9680000000001,5262.375808,5564.792728,5676.513282000002,13376.75335,17393.098948999996,5452.592637,19683.880493999997,16858.842598,7894.778984000001,7598.106052
total,shop_supermarket,drive,600s,98590.96840500002,317347.03007499996,272107.361286,182042.708192,309738.5818909999,330772.40487499995,188771.79525400006,503327.8969999999,314904.803056,333577.983267,345714.506698
men,shop_supermarket,drive,600s,48236.06936000001,149571.719561,131072.556232,85559.85276600001,147458.252699,154751.531116,88021.14144899999,245485.387573,147670.976983,161178.758468,161826.278704
women,shop_supermarket,drive,600s,50354.899045,167775.310514,141034.80507500004,96482.85542600001,162280.32923,176020.873759,100750.65380500001,257842.514182,167233.82608,172399.224823,183888.22799400007
youth,shop_supermarket,drive,600s,27190.995950999997,90057.43069799998,77165.427806,53456.381343,90607.803698,96252.735439,52691.48092199999,154791.090007,92907.407719,96019.005775,98910.82924699997
children_u5,shop_supermarket,drive,600s,7948.756446000001,25750.062199,22552.153821,14321.282237999994,19084.526501,18628.870387,14075.377360999997,31607.690864999993,16997.541009,23379.607156000002,26631.813535999994
women_rep,shop_supermarket,drive,600s,32101.825106000004,111400.635169,90999.40023099999,65927.867878,106851.72328199999,119410.5297,67090.33202199999,167774.916491,112794.083905,113382.90080500001,124021.825215
elderly,shop_supermarket,drive,600s,4568.4487260000005,13121.390499000001,11680.592885999999,7321.414942,18662.041942,20942.416323999994,9895.141082999999,28914.097438,20206.966228999998,18770.709874,15924.272040000002
total,shop_supermarket,drive,900s,165764.96226600002,382301.03695999994,423626.12779199996,198938.83365200003,309738.5818909999,330772.40487499995,262371.187732,531262.1827479999,314904.803056,411628.721294,394506.39853799995
men,shop_supermarket,drive,900s,81110.26496799999,180176.602999,204422.227849,93501.11627700002,147458.252699,154751.531116,122328.34551,259010.235554,147670.976983,198899.66923100004,184655.97252599997
women,shop_supermarket,drive,900s,84654.69729799998,202124.43396100003,219203.899964,105437.717375,162280.32923,176020.873759,140042.84222200004,272251.951949,167233.82608,212729.052087,209850.42601200004
